id_hal	Translation_id	Postedit_id	line_id	source	translation	postedition
2271670	6419	343	0	GDPR Transparency Requirements and Data Privacy Vocabularies	Exigences de transparence et Vocabulaires de confidentialité des données GDPR	RGPD: Exigences de transparence et vocabulaire sur la confidentialité des données
2271670	6419	343	1	This tutorial introduced participants to the transparency requirements of the General Data Protection Regulation (GDPR) [35].	Ce tutoriel a présenté aux participants les exigences de transparence du Règlement général sur la protection des données (RGPD) [35].	Ce tutoriel a présenté aux participants les exigences de transparence du Règlement général sur la protection des données (RGPD) [35].
2271670	6419	343	2	Therein, it was explored together with the attendees whether technical specifications can be valuable to support transparency in favour of a data subject whose personal information is being processed.	Dans ce contexte, il a été examiné avec les participants si les spécifications techniques peuvent être utiles pour soutenir la transparence en faveur d'une personne concernée dont les informations personnelles sont traitées.	Dans ce contexte, les participants ont pu examiner l'utilité des spécifications techniques pour soutenir la transparence en faveur d'une personne dont les informations personnelles sont traitées.
2271670	6419	343	3	In the context of the discussions, past and present international efforts were examined that focus on data privacy vocabularies and taxonomies as basis work to enable effective enforcement of data handling policies.	Dans le contexte des discussions, on a examiné les efforts internationaux passés et présents qui mettent l'accent sur les vocabulaires et les taxonomies de confidentialité des données comme base de travail pour permettre l'application efficace des politiques de traitement des données.	Dans le contexte des discussions, les efforts internationaux passés et présents qui mettent l'accent sur les vocabulaires et les taxonomies de confidentialité des données comme base de travail pour permettre l'application efficace des politiques de traitement des données ont été passés en revue.
2271670	6419	343	4	One example of a current undertaking in this area is the W3C Data Privacy Vocabularies and Controls Community Group (DPVCG) which aims at developing a taxonomy of privacy terms aligned to the GDPR, which encompasses personal data categories, processing purposes, events of disclosures, consent, and processing operations.	Un exemple d'une entreprise actuelle dans ce domaine est le W3C Data Privacy Vocabularies and Controls Community Group (DPVCG) qui vise à développer une taxonomie des termes de confidentialité alignés sur le GDPR, qui englobe les catégories de données personnelles, les finalités de traitement, les événements de divulgation, le consentement et les opérations de traitement.	Un exemple d'initiative actuelle dans ce domaine est le W3C Data Privacy Vocabularies and Controls Community Group (DPVCG) qui a pour but de développer une taxonomie des termes de confidentialité conforme au RGPD, qui englobe les catégories de données personnelles, les finalités de traitement, les événements de divulgation, le consentement et les opérations de traitement.
2271670	6419	343	5	During the tutorial session, the potential of such efforts was discussed among the participants, allowing for conclusions about the need to re-align and update past research in this area to the General Data Protection Regulation.	Au cours de la session didactique, le potentiel de ces efforts a été discuté entre les participants, permettant de tirer des conclusions sur la nécessité de réaligner et de mettre à jour les recherches passées dans ce domaine avec le règlement général sur la protection des données.	Au cours de la session didactique, le potentiel de ces efforts a été discuté entre les participants, permettant de tirer des conclusions sur la nécessité de réaligner et de mettre à jour les recherches passées dans ce domaine avec le règlement général sur la protection des données.
2343408	7619	62	0	Neural Baselines for Word Alignments	Lignes de base neuronales pour les alignements de mots	Modèles neuronaux de base pour l'alignement de mots
2343408	7619	62	1	Word alignments identify translational correspondences between words in a parallel sentence pair and is used, for instance, to learn bilingual dictionaries, to train statistical machine translation systems, or to perform quality estimation.	Les alignements de mots identifient les correspondances traductionnelles entre les mots d'une paire de phrases parallèles et sont utilisés, par exemple, pour apprendre des dictionnaires bilingues, pour entraîner des systèmes de traduction automatique statistique ou pour effectuer une estimation de la qualité.	Les alignements de mots identifient les correspondances traductionnelles entre mots au sein d'une paire de phrases parallèles et sont utilisés, par exemple, pour apprendre des dictionnaires bilingues, pour entraîner des systèmes de traduction automatique statistique ou pour estimer la qualité d'une traduction.
2343408	7619	62	2	In most areas of natural language processing, neural network models nowadays constitute the preferred approach, a situation that might also apply to word alignment models.	Dans la plupart des domaines du traitement du langage naturel, les modèles de réseaux neuronaux constituent aujourd'hui l'approche privilégiée, une situation qui pourrait également s'appliquer aux modèles d'alignement de mots.	Dans la plupart des domaines du traitement des langues, les modèles neuronaux constituent aujourd'hui l'approche privilégiée, une situation qui pourrait également s'appliquer aux modèles d'alignement de mots.
2343408	7619	62	3	In this work, we study and comprehensively evaluate neural models for unsupervised word alignment for four language pairs, contrasting several variants of neural models.	Dans ce travail, nous étudions et évaluons de manière exhaustive les modèles neuronaux pour l'alignement de mots non supervisé pour quatre paires de langues, en comparant plusieurs variantes de modèles neuronaux.	Dans ce travail, nous étudions et évaluons de manière exhaustive les modèles neuronaux d'alignement de mots non supervisés pour quatre paires de langues, en comparant plusieurs variantes de ces modèles.
2343408	7619	62	4	We show that in most settings, neural versions of the IBM-1 and hidden Markov models vastly outperform their discrete counterparts.	Nous montrons que dans la plupart des cas, les versions neuronales des modèles IBM-1 et des modèles de Markov cachés sont nettement plus performantes que leurs équivalents discrets.	Nous montrons que dans la plupart des cas, les versions neuronales des modèles IBM-1 et des modèles de Markov cachés sont nettement plus performantes que leurs équivalentes discrètes.
2343408	7619	62	5	We also analyze typical alignment errors of the baselines that our models overcome to illustrate the benefits --- and the limitations --- of these new models for morphologically rich languages.	Nous analysons également les erreurs d'alignement typiques des lignes de base que nos modèles surmontent pour illustrer les avantages --- et les limites --- de ces nouveaux modèles pour les langues morphologiquement riches.	Nous analysons également les erreurs d'alignement typiques des modèles de base que les versions neuronales surmontent afin d'illustrer les avantages --- et les limites --- de ces nouveaux modèles pour les langues morphologiquement riches.
184421	1737	411	0	Building a bilingual dictionary from movie subtitles based on inter-lingual triggers	Création d’un dictionnaire bilingue à partir de sous-titres de films basés sur des déclencheurs interlingues	Création d’un dictionnaire bilingue à partir de sous-titres de films fondé sur des déclencheurs interlingues
184421	1737	411	1	This paper focuses on two aspects of Machine Translation: parallel corpora and translation model.	Cet article se concentre sur deux aspects de la traduction automatique: corpus parallèles et modèle de traduction.	Cet article se concentre sur deux aspects de la traduction automatique: corpus parallèles et modèle de traduction.
184421	1737	411	2	First, we present a method to automatically build parallel corpora from subtitle files.	Tout d’abord, nous présentons une méthode pour construire automatiquement des corpus parallèles à partir de fichiers de sous-titres.	Tout d’abord, nous présentons une méthode pour construire automatiquement des corpus parallèles à partir de fichiers de sous-titres.
184421	1737	411	3	We use subtitle files gathered from the Internet.	Nous utilisons des fichiers de sous-titres recueillis à partir d’Internet.	Nous utilisons des fichiers de sous-titres recueillis sur Internet.
184421	1737	411	4	This leads to useful data for Subtitling Machine Translation.	Cela conduit à des données utiles pour le sous-titrage de la traduction automatique.	Cela conduit à des données utiles pour la traduction automatique de sous-titres.
184421	1737	411	5	Our method is based on Dynamic Time Warping.	Notre méthode est basée sur le Warpage Dynamique du Temps.	Notre méthode est basée sur la déformation temporelle dynamique.
184421	1737	411	6	We evaluated this alignment method by comparing it with a sample aligned by hand and we obtained a precision of alignment equal to $0.92$.	Nous avons évalué cette méthode d’alignement en la comparant avec un échantillon aligné à la main et nous avons obtenu une précision d’alignement égale à 0,92 $.	Nous avons évalué cette méthode d’alignement en la comparant avec un échantillon aligné à la main et avons obtenu une précision d’alignement égale à $0,92$.
184421	1737	411	7	Second, we use the notion of inter-lingual triggers in order to build from the subtitle parallel corpora multilingual dictionaries and translation tables for machine translation.	Deuxièmement, nous utilisons la notion de déclencheurs interlingues afin de construire à partir des dictionnaires multilingues et des tableaux de traduction multilingues des corpus parallèles de sous-titres pour la traduction automatique.	Deuxièmement, nous utilisons la notion de déclencheurs interlingues afin de construire des dictionnaires multilingues et des tables de traduction à partir des corpus parallèles de sous-titres.
184421	1737	411	8	Inter-lingual triggers allow to detect couple of source and target words from parallel corpora.	Les déclencheurs interlingues permettent de détecter quelques mots sources et cibles provenant de corpus parallèles.	Les déclencheurs interlingues permettent de détecter des couples mots sources et cibles provenant des corpus parallèles.
184421	1737	411	9	The Mutual Information measure used to determine inter-lingual triggers allows to hypothesize that a word in the source language is a translation of another word in the target language.	La mesure de l’information mutuelle utilisée pour déterminer les déclencheurs interlingues permet de supposer qu’un mot dans la langue source est une traduction d’un autre mot dans la langue cible.	La mesure de l’information mutuelle utilisée pour déterminer les déclencheurs interlingues permet de supposer qu’un mot dans la langue source est une traduction d’un autre mot dans la langue cible.
184421	1737	411	10	We evaluate the obtained dictionary by comparing it to two existing dictionaries.	Nous évaluons le dictionnaire obtenu en le comparant à deux dictionnaires existants.	Nous évaluons le dictionnaire obtenu en le comparant à deux dictionnaires existants.
184421	1737	411	11	Then, we integrated the obtained translation tables into an entire translation decoding process supplied by Pharaoh.	Ensuite, nous avons intégré les tables de traduction obtenues dans un processus complet de décodage de traduction fourni par Pharaon.	Ensuite, nous avons intégré les tables de traduction obtenues dans un processus complet de décodage de traduction fourni par Pharaoh.
184421	1737	411	12	We compared the translation performance using our translation tables with the performance obtained by the Giza++ tool.	Nous avons comparé les performances de traduction à l’aide de nos tableaux de traduction avec les performances obtenues par l’outil Giza++.	Nous avons comparé les performances obtenues par l'usage de nos tables de traduction avec les performances obtenues par l’outil Giza++.
184421	1737	411	13	The results showed that the system tuned for our tables improves the Bleu value by 2.2% compared to the ones obtained by Giza++.	Les résultats ont montré que le système réglé pour nos tables améliore la valeur Bleue de 2,2 % par rapport à celles obtenues par Giza++.	Les résultats ont montré que le système ajusté pour nos tables améliore la valeur Bleu de 2,2 % par rapport à celles obtenues par Giza++.
3029255	9521	263	0	Learning Latent Trees with Stochastic Perturbations and Differentiable Dynamic Programming	Apprentissage d'arbres latents avec perturbations stochastiques et programmation dynamique différentiable	Apprentissage d'arbres latents avec perturbations aléatoires et programmation dynamique différentiable
3029255	9521	263	1	We treat projective dependency trees as latent variables in our probabilistic model and induce them in such a way as to be beneficial for a downstream task, without relying on any direct tree supervision.	Nous traitons les arbres de dépendance projectifs comme des variables latentes dans notre modèle probabiliste et les induisons de manière à ce qu'ils soient bénéfiques pour une tâche en aval, sans dépendre d'une supervision directe de l'arbre.	Nous traitons les arbres de dépendance projectifs comme des variables latentes dans notre modèle probabiliste et les induisons de manière à ce qu'ils soient bénéfiques pour une tâche cible, sans dépendre d'une supervision directe de l'arbre.
3029255	9521	263	2	Our approach relies on Gumbel perturbations and differentiable dynamic programming.	Notre approche repose sur les perturbations de Gumbel et la programmation dynamique différentiable.	Notre approche repose sur les perturbations de Gumbel et la programmation dynamique différentiable.
3029255	9521	263	3	Unlike previous approaches to latent tree learning, we stochastically sample global structures and our parser is fully differentiable.	Contrairement aux approches précédentes de l'apprentissage des arbres latents, nous échantillonnons stochastiquement les structures globales et notre analyseur syntaxique est entièrement différentiable.	Contrairement aux approches précédentes pour l'apprentissage des arbres latents, nous échantillonnons aléatoirement des structures globales et notre analyseur syntaxique est entièrement différentiable.
3029255	9521	263	4	We illustrate its effectiveness on sentiment analysis and natural language inference tasks.	Nous illustrons son efficacité sur des tâches d'analyse de sentiments et d'inférence du langage naturel.	Nous illustrons son efficacité sur des tâches d'analyse en sentiments et d'inférence en langage naturel.
3029255	9521	263	5	We also study its properties on a synthetic structure induction task.	Nous étudions également ses propriétés dans le cadre d'une tâche d'induction de structures synthétiques.	Nous étudions également ses propriétés dans le cadre d'une tâche d'induction sur des données synthétiques.
3029255	9521	263	6	Ablation studies emphasize the importance of both stochasticity and constraining latent structures to be projective trees.	Les études d'ablation soulignent l'importance de la stochasticité et de l'obligation pour les structures latentes d'être des arbres projectifs.	Les études d'ablation soulignent l'importance des perturbations et de l'importance pour les structures latentes d'être des arbres projectifs.
1618388	5085	60	0	Evaluating the morphological competence of Machine Translation Systems	Évaluation de la compétence morphologique des systèmes de traduction automatique	Évaluation de la compétence morphologique des systèmes de traduction automatique
1618388	5085	60	1	While recent changes in Machine Translation state-of-the-art brought translation quality a step further, it is regularly acknowledged that the standard automatic metrics do not provide enough insights to fully measure the impact of neural models.	Bien que les récents changements apportés à la traduction automatique aient permis d'améliorer la qualité de la traduction, il est régulièrement reconnu que les mesures automatiques standard ne fournissent pas suffisamment d'informations pour mesurer pleinement l'impact des modèles neuronaux.	Bien que les récentes évolutions de l'état de l'art en matière de traduction automatique aient permis d'améliorer la qualité de la traduction, il est régulièrement reconnu que les mesures automatiques standard ne fournissent pas suffisamment d'informations pour mesurer pleinement l'impact des modèles neuronaux.
1618388	5085	60	2	This paper proposes a new type of evaluation focused specifically on the morphological competence of a system with respect to various grammatical phenomena.	Cet article propose un nouveau type d'évaluation axée spécifiquement sur la compétence morphologique d'un système vis-à-vis de divers phénomènes grammaticaux.	Cet article propose un nouveau type d'évaluation axé spécifiquement sur la compétence morphologique d'un système vis-à-vis de divers phénomènes grammaticaux.
1618388	5085	60	3	Our approach uses automatically generated pairs of source sentences, where each pair tests one morphological contrast.	Notre approche utilise des paires de phrases sources générées automatiquement, où chaque paire teste un contraste morphologique.	Notre approche utilise des paires de phrases sources engendrées automatiquement, où chaque paire de phrase teste un contraste morphologique particulier.
1618388	5085	60	4	This methodology is used to compare several systems submitted at WMT'17 for English into Czech and Latvian.	Cette méthodologie est utilisée pour comparer plusieurs systèmes soumis à WMT'17 pour l'anglais en tchèque et letton.	Cette méthodologie est utilisée pour comparer plusieurs systèmes soumis à WMT'17 pour la traduction de l'anglais vers le tchèque et le letton.
3686763	10977	164	0	Multi-Domain Adaptation in Neural Machine Translation with Dynamic Sampling Strategies	Adaptation multi-domaine dans la traduction automatique neuronale avec des stratégies d'échantillonnage dynamique	Adaptation multi-domaine en traduction automatique neuronale par échantillonnage dynamique
3686763	10977	164	1	Building effective Neural Machine Translation models often implies accommodating diverse sets of heterogeneous data so as to optimize performance for the domain(s) of interest.	L'élaboration de modèles de traduction automatique neuronale efficaces implique souvent l'adaptation de divers ensembles de données hétérogènes afin d'optimiser les performances pour le(s) domaine(s) concerné(s).	L'élaboration de modèles de traduction automatique neuronale efficaces implique souvent de recourir à de multiples ensembles de données hétérogènes afin d'optimiser les performances pour le(s) domaine(s) concerné(s).
3686763	10977	164	2	Such multi-source / multi-domain adaptation problems are typically approached through instance selection or reweighting strategies, based on a static assessment of the relevance of training instances with respect to the task at hand.	Ces problèmes d'adaptation multi-sources / multi-domaines sont généralement abordés par le biais de stratégies de sélection d'instances ou de repondération, basées sur une évaluation statique de la pertinence des instances d'entraînement par rapport à la tâche à accomplir.	Ces problèmes d'adaptation multi-sources / multi-domaines sont généralement abordés par le biais de stratégies de sélection d'instances ou de repondération, basées sur une évaluation statique de la pertinence des instances d'entraînement par rapport à la tâche à accomplir.
3686763	10977	164	3	In this paper, we study dynamic data selection strategies that are able to automatically re-evaluate the usefulness of data samples in the course of training.	Dans cet article, nous étudions des stratégies de sélection de données dynamiques capables de réévaluer automatiquement l'utilité des échantillons de données au cours de la formation.	Dans cet article, nous étudions des stratégies de sélection de données dynamiques capables de réévaluer automatiquement l'utilité des échantillons de données au cours de l'entraînement.
3686763	10977	164	4	Based on the results of multiple experiments, we show that our method offer a generic framework to automatically handle several real-world situations, from multi-source or unsupervised domain adaptation to multidomain learning.	Sur la base des résultats de plusieurs expériences, nous montrons que notre méthode offre un cadre générique pour traiter automatiquement plusieurs situations réelles, de l'adaptation multi-sources ou non supervisée à l'apprentissage multi-domaine.	Sur la base des résultats de plusieurs expériences, nous montrons que notre méthode offre un cadre générique pour traiter automatiquement plusieurs situations réelles, de l'adaptation multi-sources ou non supervisée à l'apprentissage multi-domaine.
2962195	14467	149	0	Efficient Wait-k Models for Simultaneous Machine Translation	Modèles Wait-k efficaces pour la traduction automatique simultanée	Modèles Wait-k performants pour la traduction automatique simultanée
2962195	14467	149	1	Simultaneous machine translation consists in starting output generation before the entire input sequence is available.	La traduction automatique simultanée consiste à démarrer la génération de sortie avant que la séquence d'entrée entière soit disponible.	La traduction automatique simultanée consiste à démarrer la génération de sortie avant que la séquence d'entrée ne soit disponible en intégralité.
2962195	14467	149	2	Wait-k decoders offer a simple but efficient approach for this problem.	Les décodeurs Wait-k offrent une approche simple mais efficace pour ce problème.	Les décodeurs Wait-k offrent une approche simple mais efficace de ce problème.
2962195	14467	149	3	They first read k source tokens, after which they alternate between producing a target token and reading another source token.	Ils lisent d'abord k jetons sources, après quoi ils alternent entre la production d'un jeton cible et la lecture d'un autre jeton source.	Ils lisent d'abord k tokens sources, après quoi ils alternent entre la production d'un token cible et la lecture d'un autre token source.
2962195	14467	149	4	We investigate the behavior of wait-k decoding in low resource settings for spoken corpora using IWSLT datasets.	Nous étudions le comportement du décodage wait-k dans les paramètres de ressources faibles pour les corps parlés à l'aide d'ensembles de données IWSLT.	Nous étudions le comportement du décodage wait-k appliqué à des langues peu dotées en corpus audio, à l'aide des jeux de données de l'IWSLT.
2962195	14467	149	5	We improve training of these models using unidirectional encoders, and training across multiple values of k.	Nous améliorons l'apprentissage de ces modèles en utilisant des codeurs unidirectionnels, et l'apprentissage sur plusieurs valeurs de k.	Nous améliorons l'entraînement de ces modèles en utilisant des encodeurs unidirectionnels, et en variant les valeurs de k.
2962195	14467	149	6	Experiments with Transformer and 2D-convolutional architectures show that our wait-k models generalize well across a wide range of latency levels.	Des expériences avec des transformateurs et des architectures 2D-convolutionnelles montrent que nos modèles wait-k se généralisent bien sur une large gamme de niveaux de latence.	Des expériences avec des modèles Transformers et des architectures convolutives à deux dimensions montrent que nos modèles wait-k sont performants sur une vaste gamme de niveaux de latence.
2962195	14467	149	7	We also show that the 2D-convolution architecture is competitive with Transformers for simultaneous translation of spoken language.	Nous montrons également que l'architecture de convolution 2D est en concurrence avec Transformers pour la traduction simultanée de la langue parlée.	Nous montrons également que l'architecture convolutive à deux dimensions offre des résultats similaires à ceux des Transformers pour la traduction simultanée de la langue parlée.
2572041	5690	84	0	Keyphrase Generation for Scientific Document Retrieval	Génération d'expressions clés pour la récupération de documents scientifiques	Génération de mots-clés pour la recherche de documents scientifiques
2572041	5690	84	1	Sequence-to-sequence models have lead to significant progress in keyphrase generation, butit remains unknown whether they are reli-able enough to be beneficial for document re-trieval.	Les modèles séquence à séquence ont conduit à des progrès significatifs dans la génération de phrase clé, mais il reste à savoir s'ils sont suffisamment fiables pour être bénéfiques pour la récupération de documents.	Les modèles séquence à séquence ont permis des progrès significatifs dans la génération de mots-clés, mais il reste à savoir s'ils sont suffisamment fiables pour améliorer la retrouvabilité des documents.
2572041	5690	84	2	This study provides empirical evi-dence that such models can significantly improve retrieval performance, and introducesa new extrinsic evaluation framework that al-lows for a better understanding of the limi-tations of keyphrase generation models.	Cette étude fournit des preuves empiriques que de tels modèles peuvent améliorer significativement la performance de récupération, et introduit un nouveau cadre d'évaluation extrinsèque qui permet de mieux comprendre les limites des modèles de génération de phrase clé.	Cette étude fournit des preuves empiriques que de tels modèles peuvent améliorer significativement l'efficacité de recherche, et propose un nouveau cadre d'évaluation extrinsèque permettant de mieux comprendre les limites des modèles actuels de génération de mots-clé.
2572041	5690	84	3	Using this framework, we point out and dis-cuss the difficulties encountered with supplementing documents with –not present in text– keyphrases, and generalizing models acrossdomains.	À l'aide de ce cadre, nous soulignons et discutons les difficultés rencontrées pour compléter des documents avec des phrases-clés - absentes dans le texte - et pour généraliser des modèles entre les domaines.	Avec ce cadre, nous étudions et discutons des difficultés à enrichir des documents avec des mots-clés absents dans le texte, mais aussi à généraliser les modèles entre les domaines.
2572041	5690	84	4	Our code is available at https://github.com/boudinfl/ir-using-kg	Notre code est disponible sur https://github.com/boudinfl/ir-using-kg	Notre code est disponible à l'adresse https://github.com/boudinfl/ir-using-kg
3891637	18849	497	0	Some Reflections on the Interface between Professional Machine Translation Literacy and Data Literacy	Quelques réflexions sur l'interface entre la maîtrise de la traduction automatique professionnelle et la maîtrise des données	Quelques réflexions sur l'interface entre la littératie de la traduction automatique professionnelle et la littératie des données
3891637	18849	497	1	Due to the widespread use of data-driven neural machine translation, both by professional translators and layperson users, an adequate machine translation literacy on the part of the users of this technology is becoming more and more important.	En raison de l'utilisation généralisée de la traduction automatique neuronale pilotée par les données, tant par les traducteurs professionnels que par les utilisateurs non professionnels, il est de plus en plus important que les utilisateurs de cette technologie aient une bonne connaissance de la traduction automatique.	En raison de l'utilisation généralisée de la traduction automatique neuronale axées sur les données, tant par les traducteurs professionnels que par les utilisateurs non professionnels, il est de plus en plus important que les utilisateurs de cette technologie aient une bonne connaissance de la traduction automatique.
3891637	18849	497	2	At the same time, the increasing datafication of both the private and the business sphere requires an adequate data literacy in modern society.	Dans le même temps, la datafication croissante de la sphère privée et de la sphère professionnelle exige une connaissance adéquate des données dans la société moderne.	Dans le même temps, la datafication croissante de la sphère privée et de la sphère professionnelle exige une connaissance adéquate des données dans la société moderne.
3891637	18849	497	3	The present article takes a closer look at machine translation literacy and data literacy and investigates the interface between the two concepts.	Le présent article examine de plus près la maîtrise de la traduction automatique et la maîtrise des données et étudie l'interface entre ces deux concepts.	Le présent article examine de plus près la littératie de la traduction automatique et la littératie des données et étudie l'interface entre ces deux concepts.
3891637	18849	497	4	This is done to lay the preliminary theoretical foundations for a didactic project aiming to develop didactic resources for teaching data literacy in its machine translation-specific form to students of BA programmes in translation/specialised communication.	Il s'agit de jeter les bases théoriques préliminaires d'un projet didactique visant à développer des ressources didactiques pour enseigner la maîtrise des données sous sa forme spécifique à la traduction automatique aux étudiants des programmes de licence en traduction/communication spécialisée.	Il s'agit de jeter les bases théoriques préliminaires d'un projet didactique visant à développer des ressources didactiques pour enseigner la littératie des données sous sa forme spécifique à la traduction automatique aux étudiants des programmes de licence en traduction/communication spécialisée.
3720096	10928	291	0	Rosetta-LSF: an Aligned Corpus of French Sign Language and French for Text-to-Sign Translation	Rosetta-LSF : un corpus aligné de langue des signes française et de français pour la traduction texte-signe	Rosetta-LSF : un corpus aligné de langue des signes française et de français pour la traduction texte-signe
3720096	10928	291	1	This article presents a new French Sign Language (LSF) corpus called Rosetta-LSF.	Cet article présente un nouveau corpus en langue des signes française (LSF) appelé Rosetta-LSF.	Cet article présente un nouveau corpus en langue des signes française (LSF) appelé Rosetta-LSF.
3720096	10928	291	2	It was created to support future studies on the automatic translation of written French into LSF, rendered through the animation of a virtual signer.	Il a été créé pour soutenir de futures études sur la traduction automatique du français écrit en LSF, rendue par l'animation d'un signeur virtuel.	Il a été créé pour soutenir de futures études sur la traduction automatique du français écrit vers la LSF, rendue par l'animation d'un signeur virtuel.
3720096	10928	291	3	An overview of the field highlights the importance of a quality representation of LSF.	Un aperçu du domaine met en évidence l'importance d'une représentation de qualité de la LSF.	Un aperçu du domaine met en évidence l'importance d'une représentation de qualité de la LSF.
3720096	10928	291	4	In order to obtain quality animations understandable by signers, it must surpass the simple "gloss transcription" of the LSF lexical units to use in the discourse.	Afin d'obtenir des animations de qualité compréhensibles par les signeur, il faut dépasser la simple "transcription glossaire" des unités lexicales en LSF à utiliser dans le discours.	Afin d'obtenir des animations de qualité compréhensibles par les signeurs, il faut dépasser la simple &quot;transcription par gloses&quot; des unités lexicales en LSF à utiliser dans le discours.
3720096	10928	291	5	To achieve this, we designed a corpus composed of four types of aligned data, and evaluated its usability.	Pour ce faire, nous avons conçu un corpus composé de quatre types de données alignées, et évalué son utilisabilité.	Pour ce faire, nous avons conçu un corpus composé de quatre types de données alignées, et évalué son utilisabilité.
3720096	10928	291	6	These are: news headlines in French, translations of these headlines into LSF in the form of videos showing animations of a virtual signer, gloss annotations of the "traditional" type-although including additional information on the context in which each gestural unit is performed as well as their potential for adaptation to another context-and AZee representations of the videos, i.e. formal expressions capturing the necessary and sufficient linguistic information.	Il s'agit de titres d'actualité en français, de traductions de ces titres en LSF sous forme de vidéos montrant des animations d'un signeur virtuel, d'annotations de gloses de type "traditionnel" - bien qu'incluant des informations supplémentaires sur le contexte dans lequel chaque unité gestuelle est exécutée ainsi que leur potentiel d'adaptation à un autre contexte - et de représentations AZee des vidéos, c'est-à-dire d'expressions formelles capturant les informations linguistiques nécessaires et suffisantes.	Il s'agit de titres d'actualité en français, de traductions de ces titres en LSF sous forme de vidéos montrant des animations d'un signeur virtuel, d'annotations en gloses de type &quot;traditionnel&quot; - bien qu'incluant des informations supplémentaires sur le contexte dans lequel chaque unité gestuelle est exécutée ainsi que leur potentiel d'adaptation à un autre contexte - et de représentations AZee des vidéos, c'est-à-dire d'expressions formelles capturant les informations linguistiques nécessaires et suffisantes.
3720096	10928	291	7	This article describes this data, exhibiting an example from the corpus.	Cet article décrit ces données et présente un exemple du corpus.	Cet article décrit ces données et présente un exemple du corpus.
3720096	10928	291	8	It is available online for public research.	Il est disponible en ligne pour la recherche publique.	Il est disponible en ligne pour la recherche publique.
1588171	8012	165	0	Machine Translation, it’s a question of style, innit? The case of English tag questions	Traduction automatique, c'est une question de style, n'est-ce pas ? Le cas des questions de tag en anglais	Traduction automatique, c'est une question de style, isn't it ? Le cas des question tags en anglais
1588171	8012	165	1	In this paper, we address the problem of generating English tag questions (TQs) (e.g. it is, isn't it?) in Machine Translation (MT).	Dans cet article, nous abordons le problème de la génération de questions à étiquette (TQ) en anglais (par exemple, it is, isn't it ?) dans le cadre de la traduction automatique (TA).	Dans cet article, nous abordons le problème de la génération de question tags (QT) en anglais (par exemple, it is, isn't it ?) dans le cadre de la traduction automatique (TA).
1588171	8012	165	2	We propose a post-edition solution, formulating the problem as a multi-class classification task.	Nous proposons une solution de post-édition, en formulant le problème comme une tâche de classification multi-classes.	Nous proposons une solution de post-édition, en formulant le problème comme une tâche de classification multi-classes.
1588171	8012	165	3	We present (i) the automatic annotation of English TQs in a parallel corpus of subtitles and (ii) an approach using a series of classifiers to predict TQ forms, which we use to post-edit state-of-the-art MT outputs.	Nous présentons (i) l'annotation automatique des QT anglais dans un corpus parallèle de sous-titres et (ii) une approche utilisant une série de classificateurs pour prédire les formes de QT, que nous utilisons pour post-éditer les résultats de traduction automatique les plus récents.	Nous présentons (i) l'annotation automatique des QT anglais dans un corpus parallèle de sous-titres et (ii) une approche utilisant une série de classificateurs pour prédire la forme des QT, que nous utilisons pour post-éditer les résultats produits par un système de traduction automatique de pointe.
1588171	8012	165	4	Our method provides significant improvements in English TQ translation when translating from Czech, French and German, in turn improving the fluidity, naturalness, grammatical correctness and pragmatic coherence of MT output.	Notre méthode apporte des améliorations significatives à la traduction des QT en anglais à partir du tchèque, du français et de l'allemand, améliorant ainsi la fluidité, le naturel, l'exactitude grammaticale et la cohérence pragmatique des résultats de la traduction assistée par ordinateur.	Notre méthode apporte des améliorations significatives à la traduction des QT en anglais, à partir du tchèque, du français et de l'allemand, améliorant ainsi la fluidité, le naturel, la grammaticalité et la cohérence pragmatique des résultats de la traduction automatique.
1842504	5209	303	0	Three Dimensions of Reproducibility in Natural Language Processing	Les trois dimensions de la reproductibilité dans le traitement du langage naturel	Trois dimensions de la reproductibilité en traitement automatique des langues
1842504	5209	303	1	Despite considerable recent attention to problems with reproducibility of scientific research, there is a striking lack of agreement about even the definition of the term.	Malgré une attention considérable accordée récemment aux problèmes de reproductibilité de la recherche scientifique, il existe un manque frappant d'accord sur la définition même du terme.	Malgré une attention considérable accordée récemment aux problèmes de reproductibilité de la recherche scientifique, il existe un manque frappant d'accord sur la définition même du terme.
1842504	5209	303	2	That is a problem, because the lack of a consensus definition makes it difficult to compare studies of reproducibility, and thus to have even a broad overview of the state of the issue in natural language processing.	Il s'agit d'un problème, car l'absence d'une définition consensuelle rend difficile la comparaison des études de reproductibilité, et donc d'avoir même un large aperçu de l'état de la question dans le traitement du langage naturel.	Cela pose problème, car l'absence de définition consensuelle fait qu'il est difficile de comparer les études de reproductibilité, et donc d'avoir une vue globale de la problématique en traitement automatique des langues.
1842504	5209	303	3	This paper proposes an ontology of reproducibility in that field.	Cet article propose une ontologie de la reproductibilité dans ce domaine.	Cet article propose une ontologie de la reproductibilité dans ce domaine.
1842504	5209	303	4	We show that three dimensions of reproducibility, corresponding to three kinds of claims in natural language processing papers, can account for a variety of types of research reports.	Nous montrons que trois dimensions de reproductibilité, correspondant à trois types d'allégations dans les documents de traitement du langage naturel, peuvent expliquer une variété de types de rapports de recherche.	Nous montrons que trois dimensions de la reproductibilité, correspondant à trois types d'assertion dans les articles en traitement automatique des langues, peuvent expliquer la variété des rapports de recherche.
