id_hal	Translation_id	line_id	source	translation	postedition
3933089	3164	3	Therefore, the interaction between the modalities is paramount to retrieve information and must be captured with complex fusion models.	Par conséquent, l’interaction entre les modalités est primordiale pour récupérer des informations et doit être capturée avec des modèles de fusion complexes.	Par conséquent, l’interaction entre les modalités est primordiale pour récupérer des informations et doit être capturée avec des modèles de fusion complexes.
3933089	3164	4	As these models require a lot of training data, we design this pre-training task from existing work in textual Question Answering.	Comme ces modèles nécessitent beaucoup de données de formation, nous concevons cette tâche de préformation à partir du travail existant en réponse aux questions textuelles.	Comme ces modèles nécessitent beaucoup de données de formation, nous concevons cette tâche de préformation à partir du travail existant en réponse aux questions textuelles.
3933089	3164	5	It consists in considering a sentence as a pseudo-question and its context as a pseudo-relevant passage and is extended by considering images near texts in multimodal documents.	Il consiste à considérer une phrase comme une pseudo-question et son contexte comme un passage pseudo-pertinent et s’étend en considérant des images à proximité de textes dans des documents multimodals.	Il consiste à considérer une phrase comme une pseudo-question et son contexte comme un passage pseudo-pertinent et s’étend en considérant des images à proximité de textes dans des documents multimodaux.
3933089	3164	6	Our method is applicable to different neural network architectures and leads to a 9% relative-MRR and 15% relative-F1 gain for retrieval and reading comprehension, respectively, over a no-pre-training baseline.	Notre méthode est applicable à différentes architectures de réseau neuronal et conduit à un gain de 9 % relatif-MRR et 15 % relatif-F1 pour la récupération et la compréhension de lecture, respectivement, sur une base sans formation.	Notre méthode est applicable à différentes architectures de réseau neuronal et conduit à un gain de 9% relatif au MRR et de 15% relatif au score F1 pour la récupération et la compréhension de lecture, respectivement, sur une base sans formation.
1011059	2433	0	Correcting and Validating Syntactic Dependency in the Spoken French Treebank Rhapsodie	Correction et validation de la dépendance syntaxique dans le Rhapsodie de la banque d’arbres française parlée	Correction et validation de la dépendance syntaxique dans le corpus arboré du français parlé Rhapsodie
1011059	2433	1	This article presents the methods, results, and precision of the syntactic annotation process of the Rhapsodie Treebank of spoken French.	Cet article présente les méthodes, les résultats et la précision du processus d’annotation syntaxique de la Rhapsodie Treebank de français parlé.	Cet article présente les méthodes, les résultats et la précision du processus d’annotation syntaxique du corpus arboré du français parlé Rhapsodie.
1011059	2433	2	The Rhapsodie Treebank is an 33,000 word corpus annotated for prosody and syntax, licensed in its entirety under Creative Commons.	Le Rhapsodie Treebank est un corpus de 33 000 mots annoté pour la prosodie et la syntaxe, sous licence dans son intégralité sous Creative Commons.	Le corpus arboré Rhapsodie est un corpus de 33 000 mots annoté pour la prosodie et la syntaxe, sous licence Creative Commons.
1011059	2433	3	The syntactic annotation contains two levels: a macro-syntactic level, containing a segmentation into illocutionary units (including discourse markers, parentheses ...) and a micro-syntactic level including dependency relations and various paradigmatic structures, called pile constructions, the latter being particularly frequent and diverse in spoken language.	L’annotation syntaxique contient deux niveaux: un niveau macro-syntactique, contenant une segmentation en unités illocutionnaires (y compris des marqueurs de discours, des parenthèses...) et un niveau micro-syntactique comprenant des relations de dépendance et diverses structures paradigmatiques, appelées constructions de pile, ces dernières étant particulièrement fréquentes et diversifiées dans le langage parlé.	L’annotation syntaxique contient deux niveaux: un niveau macro-syntaxique, comportant une segmentation en unités illocutoires (y compris des marqueurs de discours, des parenthèses...) et un niveau micro-syntaxique comprenant des relations de dépendance et diverses structures paradigmatiques, appelées constructions de pile, ces dernières étant particulièrement fréquentes et diversifiées dans le langage parlé.
1011059	2433	4	The micro-syntactic annotation process, presented in this paper, includes a semi-automatic preparation of the transcription, the application of a syntactic dependency parser, transcoding of the parsing results to the Rhapsodie annotation scheme, manual correction by multiple annotators followed by a validation process, and finally the application of coherence rules that check common errors.	Le processus d’annotation micro-syntactique, présenté dans cet article, comprend une préparation semi-automatique de la transcription, l’application d’un analyseur de dépendance syntaxique, le transcodage des résultats d’analyse au schéma d’annotation Rhapsodie, la correction manuelle par plusieurs annotateurs suivie d’un processus de validation, et enfin l’application de règles de cohérence qui vérifient les erreurs courantes.	Le processus d’annotation micro-syntaxique, présenté dans cet article, comprend une préparation semi-automatique de la transcription, l’application d’un analyseur syntaxique en dépendance, le transcodage des résultats d’analyse au schéma d’annotation Rhapsodie, la correction manuelle par plusieurs annotateurs suivie d’un processus de validation, et enfin l’application des règles de cohérence qui vérifient les erreurs courantes.
1011059	2433	5	The good inter-annotator agreement scores are presented and analyzed in greater detail.	Les bons scores d’accord inter-annotateurs sont présentés et analysés plus en détail.	Les bons scores d’accord inter-annotateurs sont présentés et analysés plus en détail.
1011059	2433	6	The article also includes the list of functions used in the dependency annotation and for the distinction of various pile constructions and presents the ideas underlying these choices.	L’article comprend également la liste des fonctions utilisées dans l’annotation de dépendance et pour la distinction des différentes constructions de pieux et présente les idées qui sous-tendent ces choix.	L’article comprend également la liste des fonctions utilisées dans l’annotation en dépendances et pour la distinction des différentes constructions de pile et présente les idées qui sous-tendent ces choix.
3834732	4248	0	T-Modules: Translation Modules for Zero-Shot Cross-Modal Machine Translation	Modules T : Modules de traduction pour la traduction automatique intermodale à tir nul	Modules T : Modules de traduction pour la traduction automatique intermodale &quot;zero-shot&quot;
3834732	4248	1	We present a new approach to perform zeroshot cross-modal transfer between speech and text for translation tasks.	Nous présentons une nouvelle approche pour effectuer un transfert intermodal zéro-shot entre la parole et le texte pour les tâches de traduction.	Nous présentons une nouvelle approche pour effectuer un transfert intermodal zero-shot entre la parole et le texte pour les tâches de traduction.
3834732	4248	2	Multilingual speech and text are encoded in a joint fixed-size representation space.	La parole et le texte multilingues sont codés dans un espace de représentation commun de taille fixe.	La parole et le texte multilingues sont codés dans un espace de représentation commun de taille fixe.
3834732	4248	3	Then, we compare different approaches to decode these multimodal and multilingual fixed-size representations, enabling zero-shot translation between languages and modalities.	Ensuite, nous comparons différentes approches pour décoder ces représentations multimodales et multilingues de taille fixe, permettant une traduction de zéro plan entre les langues et les modalités.	Ensuite, nous comparons différentes approches pour décoder ces représentations multimodales et multilingues de taille fixe, permettant une traduction zero-shot entre les langues et les modalités.
3834732	4248	4	All our models are trained without the need of cross-modal labeled translation data.	Tous nos modèles sont formés sans avoir besoin de données de traduction étiquetées intermodales.	Tous nos modèles sont formés sans avoir besoin de données de traduction étiquetées intermodales.
3834732	4248	5	Despite a fixed-size representation, we achieve very competitive results on several text and speech translation tasks.	Malgré une représentation de taille fixe, nous obtenons des résultats très compétitifs sur plusieurs tâches de traduction de texte et de parole.	Malgré une représentation de taille fixe, nous obtenons des résultats très compétitifs sur plusieurs tâches de traduction de texte et de parole.
3834732	4248	6	In particular, we outperform the state of the art for zero-shot speech translation on Must-C.	En particulier, nous surpassons l'état de la technique pour la traduction vocale à tir nul sur Must-C.	En particulier, nous surpassons l'état de l'art pour la traduction vocale zero-shot sur Must-C.
3834732	4248	7	We also introduce the first results for zero-shot direct speechto-speech and text-to-speech translation.	Nous présentons également les premiers résultats pour la traduction vocale directe à tir nul et la traduction de texte à parole.	Nous présentons également les premiers résultats pour la traduction vocale directe zero-shot et la traduction &quot;text-to-speech&quot;.
1883632	6255	0	Is It Harmful? Re-examining Privacy Concerns	Est-Ce Nocif ? Réexaminer les préoccupations en matière de vie privée	Est-ce nocif ? Réexaminer les préoccupations en matière de confidentialité
1883632	6255	1	The increased popularity of interconnected devices, which we rely on when performing day-to-day activities expose people to various privacy harms.	La popularité accrue des appareils interconnectés, sur lesquels nous comptons dans l'exécution des activités quotidiennes exposent les gens à divers dommages à la vie privée.	La popularité accrue des appareils interconnectés sur lesquels nous comptons pour exécuter nos activités quotidiennes exposent les gens à diverses atteintes à la vie privée.
1883632	6255	2	This paper presents findings from the empirical investigation of privacy concerns.	Le présent document présente les conclusions de l'enquête empirique sur les préoccupations en matière de protection des renseignements personnels.	Le présent document présente les conclusions de l'enquête empirique sur les préoccupations en matière de protection des données personnelles.
1883632	6255	3	The study revealed that people, regardless of their diversity, perceive privacy harms as generic and simplified models, not individually as suggested in Solove’s framework.	L’étude a révélé que les gens, quelle que soit leur diversité, perçoivent les atteintes à la vie privée comme des modèles génériques et simplifiés, et non individuellement comme le suggère le cadre de Solove.	L’étude a révélé que les gens, quelle que soit leur diversité, perçoivent les atteintes à la vie privée comme des modèles génériques et simplifiés, et non individuellement comme le suggèrent les travaux de Solove.
1883632	6255	4	Additionally, the results identified differences in privacy concerns related to information disclosure, protection behavior, and demographics.	De plus, les résultats ont révélé des différences dans les préoccupations en matière de protection de la vie privée liées à la divulgation de renseignements, au comportement de protection et aux données démographiques.	De plus, les résultats ont révélé des différences dans les préoccupations en matière de protection de la vie privée liées à la divulgation de renseignements, au comportement de protection et aux données démographiques.
1883632	6255	5	The findings may benefit privacy and system designers, ensuring that policies and digital systems match people’s privacy expectations, decreasing risks and harms.	Les conclusions peuvent être bénéfiques pour la protection de la vie privée et les concepteurs de systèmes, en veillant à ce que les politiques et les systèmes numériques correspondent aux attentes des gens en matière de protection de la vie privée, réduisant ainsi les risques et les préjudices.	Les conclusions peuvent être bénéfiques pour la protection de la vie privée et les concepteurs de systèmes, en veillant à ce que les politiques et les systèmes numériques correspondent aux attentes des gens en matière de protection de la vie privée, réduisant ainsi les risques et les préjudices.
3256324	13839	0	L3i_LBPAM at the FinSim-2 task: Learning Financial Semantic Similarities with Siamese Transformers	L3i_LBPAM à la tâche FinSim-2: Apprendre les similitudes sémantiques financières avec les transformateurs siamois	L3i_LBPAM à la tâche FinSim-2 : Apprendre les similitudes sémantiques financières avec les transformeurs siamois
3256324	13839	1	In this paper, we present the different methods proposed for the FinSIM-2 Shared Task 2021 on Learning Semantic Similarities for the Financial domain.	Dans cet article, nous présentons les différentes méthodes proposées pour la tâche partagée FinSim-2 2021 sur l’apprentissage des similitudes sémantiques pour le domaine financier.	Dans cet article, nous présentons les différentes méthodes proposées pour la tâche partagée FinSim-2 2021 sur l’apprentissage des similitudes sémantiques pour le domaine financier.
3256324	13839	2	The main focus of this task is to evaluate the classification of financial terms into corresponding top-level concepts (also known as hypernyms) that were extracted from an external ontology.	L’objectif principal de cette tâche est d’évaluer la classification des termes financiers dans des concepts de haut niveau correspondants (également appelés hypernymes) qui ont été extraits d’une ontologie externe.	L’objectif principal de cette tâche est d’évaluer la classification des termes financiers dans des concepts de haut niveau correspondants (également appelés hypernymes) qui ont été extraits d’une ontologie externe.
3256324	13839	3	We approached the task as a semantic textual similarity problem.	Nous avons abordé la tâche comme un problème de similitude textuelle sémantique.	Nous avons abordé la tâche comme un problème de similitude textuelle sémantique.
3256324	13839	4	By relying on a siamese network with pre-trained language model encoders, we derived semantically meaningful term embeddings and computed similarity scores between them in a ranked manner.	En nous appuyant sur un réseau siamois avec des codeurs de modèles de langage pré-formés, nous avons dérivé des intégrateurs de termes sémantiquement significatifs et avons calculé des scores de similitude entre eux d’une manière classée.	En nous appuyant sur un réseau siamois avec des codeurs de modèles de langage pré-formés, nous avons dérivé des intégrateurs de termes sémantiquement significatifs et avons calculé des scores de similitude entre eux d’une manière classée.
3256324	13839	5	Additionally, we exhibit the results of different baselines in which the task is tackled as a multi-class classification problem.	En outre, nous présentons les résultats de différentes lignes de base dans lesquelles la tâche est traitée comme un problème de classification multi-classes.	En outre, nous présentons les résultats de différentes lignes de base dans lesquelles la tâche est traitée comme un problème de classification multiclasse.
3256324	13839	6	The proposed methods outperformed our baselines and proved the robustness of the models based on textual similarity siamese network.	Les méthodes proposées ont surpassé nos lignes de base et ont prouvé la robustesse des modèles basés sur le réseau siamese de similitude textuelle.	Les méthodes proposées ont surpassé nos systèmes de base et ont prouvé la robustesse des modèles basés sur le réseau siamois de similitude textuelle.
3256324	13839	7	CCS CONCEPTS • Computing methodologies → Lexical semantics; Neural networks.	CCS CONCEPTS • Méthodologies informatiques → sémantique lexique; Réseaux neuronaux.	CCS CONCEPTS • Méthodologies informatiques → Sémantique lexicale ; Réseaux neuronaux.
3986142	18608	0	Exploring Category Structure with Contextual Language Models and Lexical Semantic Networks	Exploration de la structure des catégories à l'aide de modèles linguistiques contextuels et de réseaux sémantiques lexicaux	Exploration de la structure syntaxique à l'aide de modèles de langue contextuels et de réseaux sémantiques lexicaux
3986142	18608	1	Recent work on predicting category structure with distributional models, using either static word embeddings (Heyman and Heyman, 2019) or contextualized language models (CLMs) (Misra et al., 2021), report low correlations with human ratings, thus calling into question their plausibility as models of human semantic memory.	Des travaux récents sur la prédiction de la structure des catégories avec des modèles distributionnels, utilisant soit des enchâssements de mots statiques (Heyman et Heyman, 2019), soit des modèles de langage contextualisés (CLM) (Misra et al., 2021), font état de faibles corrélations avec les évaluations humaines, remettant ainsi en question leur plausibilité en tant que modèles de la mémoire sémantique humaine.	Des travaux récents sur la prédiction de la structure syntaxique avec des modèles distributionnels, utilisant soit des plongements lexicaux statiques (Heyman et Heyman, 2019), soit des modèles de langue contextualisés (CLM, contextualized language models) (Misra et al., 2021), font état de faibles corrélations avec les évaluations humaines, remettant ainsi en question leur plausibilité en tant que modèles de la mémoire sémantique humaine.
3986142	18608	2	In this work, we revisit this question testing a wider array of methods for probing CLMs for predicting typicality scores.	Dans ce travail, nous revisitons cette question en testant un plus large éventail de méthodes pour sonder les CLMs afin de prédire les scores de typicalité.	Dans cet article, nous revisitons cette question en testant un plus large éventail de méthodes pour sonder les CLM afin de prédire les scores de typicalité.
3986142	18608	3	Our experiments, using BERT (Devlin et al., 2018), show the importance of using the right type of CLM probes, as our best BERT-based typicality prediction methods substantially improve over previous works.	Nos expériences, utilisant BERT (Devlin et al., 2018), montrent l'importance d'utiliser le bon type de sondes CLM, car nos meilleures méthodes de prédiction de typicalité basées sur BERT s'améliorent considérablement par rapport aux travaux précédents.	Nos expériences utilisant BERT (Devlin et al., 2018), montrent l'importance d'utiliser le bon type de sondes CLM, car nos meilleures méthodes de prédiction de typicalité s'appuyant sur BERT s'améliorent considérablement par rapport aux travaux précédents.
3986142	18608	4	Second, our results highlight the importance of polysemy in this task: our best results are obtained when using a disambiguation mechanism.	Deuxièmement, nos résultats soulignent l'importance de la polysémie dans cette tâche : nos meilleurs résultats sont obtenus lors de l'utilisation d'un mécanisme de désambiguïsation.	Deuxièmement, nos résultats soulignent l'importance de la polysémie dans cette tâche : nos meilleurs résultats sont obtenus lors de l'utilisation d'un mécanisme de désambiguïsation.
3986142	18608	5	Finally, additional experiments reveal that Information Contentbased WordNet (Miller, 1995), also endowed with disambiguation, match the performance of the best BERT-based method, and in fact capture complementary information, which can be combined with BERT to achieve enhanced typicality predictions.	Enfin, des expériences supplémentaires révèlent que le WordNet basé sur le contenu de l'information (Miller, 1995), également doté d'un mécanisme de désambiguïsation, atteint les mêmes performances que la meilleure méthode basée sur l'ERTB et capture en fait des informations complémentaires, qui peuvent être combinées avec l'ERTB pour améliorer les prédictions de typicalité.	Enfin, des expériences supplémentaires révèlent que le WordNet basé sur le contenu de l'information (Miller, 1995), également doté d'un mécanisme de désambiguïsation, atteint les mêmes performances que la meilleure méthode s'appuyant sur BERT et capture en fait des informations complémentaires, qui peuvent être combinées avec BERT pour améliorer les prédictions de typicalité.
3873355	13042	0	"A Logic of ""Black Box"" Classifier Systems"	Une logique des systèmes de classification «Black Box»	Logique des systèmes de classification « Black Box »
3873355	13042	1	Binary classifiers are traditionally studied by propositional logic (PL).	Les classificateurs binaires sont traditionnellement étudiés par la logique propositionnelle (PL).	Les classificateurs binaires sont traditionnellement étudiés par la logique propositionnelle (LP).
3873355	13042	2	PL can only represent them as white boxes, under the assumption that the underlying Boolean function is fully known.	PL ne peut les représenter que comme des boîtes blanches, sous l’hypothèse que la fonction booléenne sous-jacente est pleinement connue.	La LP ne peut les représenter que comme des boîtes blanches, en partant du principe que la fonction booléenne sous-jacente est pleinement connue.
3873355	13042	3	Binary classifiers used in practical applications and trained by machine learning are however opaque.	Les classificateurs binaires utilisés dans les applications pratiques et formés par l’apprentissage automatique sont cependant opaques.	Les classificateurs binaires utilisés dans les applications pratiques et formés par l’apprentissage automatique sont cependant opaques.
3873355	13042	4	They are usually described as black boxes.	Ils sont généralement décrits comme des boîtes noires.	Ils sont généralement décrits comme des « black boxes » (boîtes noires).
3873355	13042	5	"In this paper, we provide a product modal logic called PLC (Product modal Logic for binary input Classifier) in which the notion of ""black box"" is interpreted as the uncertainty over a set of classifiers."	Dans cet article, nous fournissons une logique modale de produit appelée PLC (Product modal Logic for binaire input Classifier) dans laquelle la notion de «boîte noire» est interprétée comme l’incertitude sur un ensemble de classificateurs.	Dans cet article, nous fournissons une logique modale de produit appelée PLC (Product modal Logic for binary input Classifier) dans laquelle la notion de « Black Box » est interprétée comme l’incertitude sur un ensemble de classificateurs.
3873355	13042	6	We give results about axiomatics and complexity of satisfiability checking for our logic.	Nous donnons des résultats sur l’axiomatique et la complexité de la vérification de la satisfaction pour notre logique.	Nous donnons des résultats sur l’axiomatique et la complexité de la vérification de la satisfaction pour notre logique.
3873355	13042	7	Moreover, we present a dynamic extension in which the process of acquiring new information about the actual classifier can be represented.	De plus, nous présentons une extension dynamique dans laquelle le processus d’acquisition de nouvelles informations sur le classificateur réel peut être représenté.	De plus, nous présentons une extension dynamique dans laquelle le processus d’acquisition de nouvelles informations sur le classificateur réel peut être représenté.
3686763	4472	0	Multi-Domain Adaptation in Neural Machine Translation with Dynamic Sampling Strategies	Adaptation multi-domaine en traduction automatique neuronale avec stratégies d'échantillonnage dynamique	Adaptation multi-domaine en traduction automatique neuronale avec stratégies d'échantillonnage dynamique
3807744	17283	1	Faced with the ever-increasing number of scientific publications, researchers struggle to keep up, find and make sense of articles relevant to their own research.	Face à l'augmentation constante du nombre de publications scientifiques, les chercheurs ont du mal à suivre, à trouver et à donner un sens aux articles pertinents pour leurs propres recherches.	Face à l'augmentation constante du nombre de publications scientifiques, les chercheurs ont du mal à suivre, à trouver et à donner un sens aux articles pertinents pour leurs propres recherches.
3807744	17283	2	Scientific open archives play a central role in helping deal with this deluge, yet keyword-based search services often fail to grasp the richness of the semantic associations between articles.	Les archives ouvertes scientifiques jouent un rôle central dans la gestion de ce déluge, mais les services de recherche basés sur des mots-clés ne parviennent souvent pas à saisir la richesse des associations sémantiques entre les articles.	Les archives ouvertes scientifiques jouent un rôle central dans la gestion de ce déluge, mais les services de recherche basés sur des mots-clés ne parviennent souvent pas à saisir la richesse des associations sémantiques entre les articles.
3807744	17283	3	In this paper, we present the methods, tools and services implemented in the ISSA project to tackle these issues.	Dans cet article, nous présentons les méthodes, les outils et les services mis en œuvre dans le cadre du projet ISSA pour résoudre ces problèmes.	Dans cet article, nous présentons les méthodes, les outils et les services mis en œuvre dans le cadre du projet ISSA pour résoudre ces problèmes.
3807744	17283	4	The project aims to (1) provide a generic, reusable and extensible pipeline for the analysis and processing of articles of an open scientific archive, (2) translate the result into a semantic index stored and represented as an RDF knowledge graph; (3) develop innovative search and visualization services that leverage this index to allow researchers, decision makers or scientific information professionals to explore thematic association rules, networks of co-publications, articles with co-occurring topics, etc.	Le projet vise à (1) fournir un pipeline générique, réutilisable et extensible pour l'analyse et le traitement des articles d'une archive scientifique ouverte, (2) traduire le résultat en un index sémantique stocké et représenté sous la forme d'un graphe de connaissances RDF ; (3) développer des services de recherche et de visualisation innovants qui exploitent cet index pour permettre aux chercheurs, aux décideurs ou aux professionnels de l'information scientifique d'explorer les règles d'association thématique, les réseaux de co-publications, les articles avec des sujets cooccurrents, etc.	Le projet vise à (1) fournir un pipeline générique, réutilisable et extensible pour l'analyse et le traitement des articles d'une archive scientifique ouverte, (2) traduire le résultat en un index sémantique stocké et représenté sous la forme d'un graphe RDF ; (3) développer des services de recherche et de visualisation innovants qui exploitent cet index pour permettre aux chercheurs, aux décideurs ou aux professionnels de l'information scientifique d'explorer les règles d'association thématique, les réseaux de co-publications, les articles avec des sujets cooccurrents, etc.
3807744	17283	5	To demonstrate the effectiveness of the solution, we also report on its deployment and user-driven customization for the needs of an institutional open archive of 110,000+ resources.	Pour démontrer l'efficacité de la solution, nous présentons également son déploiement et sa personnalisation par l'utilisateur pour les besoins d'une archive ouverte institutionnelle de plus de 110 000 ressources.	Pour démontrer l'efficacité de la solution, nous présentons également son déploiement et sa personnalisation par l'utilisateur pour les besoins d'une archive ouverte institutionnelle de plus de 110 000 ressources.
3807744	17283	6	Fully in line with the open science and FAIR dynamics, the presented work is available under an open license with all the accompanying documents necessary to facilitate its reuse.	Conformément à la dynamique de la science ouverte et de FAIR, le travail présenté est disponible sous une licence ouverte avec tous les documents d'accompagnement nécessaires pour faciliter sa réutilisation.	Conformément à la dynamique de la science ouverte et de FAIR, le travail présenté est disponible sous une licence ouverte avec tous les documents d'accompagnement nécessaires pour faciliter sa réutilisation.
3807744	17283	7	The knowledge graph produced on our use-case is compliant with common linked open data best practices.	Le graphe de connaissances produit sur notre cas d'utilisation est conforme aux meilleures pratiques en matière de données ouvertes liées.	Le graphe de connaissances produit sur notre cas d'utilisation est conforme aux meilleures pratiques en matière de données ouvertes liées.
3757538	16338	0	Modular Knowledge 2022 Preface	Préface Connaissance Modulaire 2022	Préface Connaissance modulaire 2022
3757538	16338	1	This preface for the proceedings of the first international workshop on Modular Knowledge (MK2022) presents the content of the workshop and reports on the results of the interactive sessions that took place during the event.	Cette préface pour les actes du premier atelier international sur le savoir modulaire (MK2022) présente le contenu de l'atelier et rend compte des résultats des sessions interactives qui ont eu lieu pendant l'événement.	Cette préface pour les actes du premier workshop international sur le savoir modulaire (MK2022) présente le contenu du workshop et rend compte des résultats des sessions interactives qui ont eu lieu pendant l'événement.
3757538	16338	2	The dramatic increase in the amount of open and linked data and the increasing semantification of such data make clear that knowledge is not monolithic, static or uniform.	L'augmentation spectaculaire de la quantité de données ouvertes et liées et la sémantisation croissante de ces données montrent clairement que la connaissance n'est pas monolithique, statique ou uniforme.	L'augmentation spectaculaire de la quantité de données ouvertes et liées et la sémantisation croissante de ces données montrent clairement que la connaissance n'est pas monolithique, statique ou uniforme.
3757538	16338	3	This requires a renewed push for dealing with heterogeneous and distributed knowledge as a constellation of modules.	Cela nécessite un nouvel élan pour traiter les connaissances hétérogènes et distribuées comme une constellation de modules.	Cela nécessite un nouvel élan pour traiter les connaissances hétérogènes et distribuées comme une constellation de modules.
3757538	16338	4	Each module stores a portion of knowledge about one particular subdomain, described in a specific schema, and valid under a set of circumstances.	Chaque module stocke une partie des connaissances concernant un sous-domaine particulier, décrit dans un schéma spécifique, et valide dans un ensemble de circonstances.	Chaque module stocke une partie des connaissances concernant un sous-domaine particulier, décrit dans un schéma spécifique, et valide dans un ensemble de circonstances.
3757538	16338	5	In such a scenario we need well-founded conceptual approaches and practical techniques for modular knowledge management, for example, to recognize relevant partitions of a monolithic knowledge source, but also to define a modularized vision of the domain qualifying the knowledge with a given situation or agent, integrating heterogeneous modules of knowledge, including knowledge represented in sub-symbolic models.	Dans un tel scénario, nous avons besoin d'approches conceptuelles bien fondées et de techniques pratiques pour la gestion modulaire des connaissances, par exemple, pour reconnaître les partitions pertinentes d'une source de connaissances monolithique, mais aussi pour définir une vision modulaire du domaine qualifiant les connaissances avec une situation ou un agent donné, intégrant des modules hétérogènes de connaissances, y compris des connaissances représentées dans des modèles sous-symboliques.	Dans un tel scénario, nous avons besoin d'approches conceptuelles bien fondées et de techniques pratiques pour la gestion modulaire des connaissances, par exemple, pour reconnaître les partitions pertinentes d'une source de connaissances monolithique, mais aussi pour définir une vision modulaire du domaine qualifiant les connaissances avec une situation ou un agent donné, intégrant des modules hétérogènes de connaissances, y compris des connaissances représentées dans des modèles sous-symboliques.
3757538	16338	6	The discussion of such modularity notions and techniques, their development and exploitation are the focus of the proposed Modular Knowledge workshop.	La discussion de ces notions et techniques de modularité, leur développement et leur exploitation sont au centre de l'atelier proposé sur les connaissances modulaires.	La discussion de ces notions et techniques de modularité, leur développement et leur exploitation sont au centre du workshop proposé sur les connaissances modulaires.
3757538	16338	7	The Modular Knowledge workshop combines the efforts of previous experiences (like WoMO, ARCOE-Logic and WOMoCoE workshops) into an interdisciplinary venue for discussing and developing solutions for modularity of knowledge.	L'atelier Connaissances Modulaires combine les efforts des expériences précédentes (comme les ateliers WoMO, ARCOE-Logic et WOMoCoE) en un lieu interdisciplinaire pour discuter et développer des solutions pour la modularité des connaissances.	L'atelier Connaissances modulaires combine les efforts des expériences précédentes (comme les ateliers WoMO, ARCOE-Logic et WOMoCoE) en un lieu interdisciplinaire pour discuter et développer des solutions pour la modularité des connaissances.
3757538	16338	8	The workshop series aims at covering the use of various approaches (ranging from rich semantic representations, like Knowledge Graphs and formal ontology, to simpler schemas, like RDF and database schemas) for representing knowledge, its context, its evolution, and for making it accessible to automatic reasoning and knowledge management tasks.	La série d'ateliers vise à couvrir l'utilisation de diverses approches (allant de riches représentations sémantiques, comme les graphes de connaissance et l'ontologie formelle, à des schémas plus simples, comme RDF et des schémas de base de données) pour représenter la connaissance, son contexte, son évolution, et pour la rendre accessible aux tâches de raisonnement automatique et de gestion de la connaissance.	La série d'ateliers vise à couvrir l'utilisation de diverses approches (allant de riches représentations sémantiques, comme les graphes de connaissance et l'ontologie formelle, à des schémas plus simples, comme RDF et des schémas de base de données) pour représenter la connaissance, son contexte, son évolution, et pour la rendre accessible aux tâches de raisonnement automatique et de gestion de la connaissance.
3757538	16338	9	The Modular Knowledge workshop covers logic-based languages as well as subsymbolic and numerical representations.	L'atelier Connaissance Modulaire couvre les langages logiques ainsi que les représentations sous-symboliques et numériques.	L'atelier Connaissance modulaire couvre les langues logiques ainsi que les représentations sous-symboliques et numériques.
3911555	15899	0	Identifying Similar Test Cases That Are Specified in Natural Language	Identification de cas de test similaires spécifiés en langage naturel	Identification de cas de test similaires spécifiés en langage naturel
3911555	15899	1	In today's rapidly advancing software industry, we experience exciting technological growth every year in an extensive range of fields such as innovative AI-powered development, cloud and edge computing, machine learning, progressive and lightweight web and mobile applications etc.	Dans l'industrie des logiciels, qui progresse rapidement aujourd'hui, nous connaissons une croissance technologique passionnante chaque année dans un large éventail de domaines tels que le développement innovant alimenté par l'IA, le cloud et l'informatique de pointe, l'apprentissage automatique, le web progressif et léger et les applications mobiles, etc.	Dans l'industrie des logiciels, qui progresse rapidement aujourd'hui, nous connaissons une croissance technologique passionnante chaque année dans un large éventail de domaines tels que le développement innovant alimenté par l'IA, le cloud et l'informatique de pointe, l'apprentissage automatique, le web progressif et léger et les applications mobiles, etc.
3911555	15899	2	However, it is not quite relevant to the Software Testing industry.	Cependant, il n'est pas tout à fait pertinent pour l'industrie du test de logiciels.	Cependant, il n'est pas tout à fait pertinent pour l'industrie du test de logiciels.
3911555	15899	3	Most companies still rely on the outdated manual testing process despite the availability of Automation testing procedures.	La plupart des entreprises continuent à utiliser le processus de test manuel obsolète malgré la disponibilité des procédures de test Automation.	La plupart des entreprises continuent à utiliser le processus de test manuel obsolète malgré la disponibilité des procédures de test Automation.
3911555	15899	4	It may work for small teams testing the software using a limited number of test cases.	Il peut fonctionner pour de petites équipes testant le logiciel en utilisant un nombre limité de cas de test.	Il peut fonctionner pour de petites équipes qui testent le logiciel en utilisant un nombre limité de cas tests.
3911555	15899	5	Although, with the increase in team size and the number of test cases over time, the cost, effort and time needed to manually validate and review the test cases increase tenfold.	Cependant, avec l'augmentation de la taille de l'équipe et du nombre de cas de test au fil du temps, le coût, l'effort et le temps nécessaires pour valider et examiner manuellement les cas de test augmentent de dix fois.	Cependant, avec l'augmentation de la taille de l'équipe et du nombre de cas de test au fil du temps, le coût, l'effort et le temps nécessaires pour valider et examiner manuellement les cas tests augmentent de dix fois.
3911555	15899	6	It often leads to recurrent and unclear test cases in the test suite, delivered by different employees who often work across teams.	Elle conduit souvent à des cas tests récurrents et peu clairs dans la suite de tests, fournis par différents employés qui travaillent souvent entre les équipes.	Elle conduit souvent à des cas tests récurrents et peu clairs dans la suite de tests, fournis par différents employés qui travaillent souvent entre les équipes.
