id_hal,Translation_id,Postedit_id,line_id,source,translation,postedition,translation_tokenized,translation_word_offset,postedition_tokenized,postedition_word_offset
3891637,18849,497,2,"At the same time, the increasing datafication of both the private and the business sphere requires an adequate data literacy in modern society.","Dans le même temps, la datafication croissante de la sphère privée et de la sphère professionnelle exige une connaissance adéquate des données dans la société moderne.","Dans le même temps, la datafication croissante de la sphère privée et de la sphère professionnelle exige une connaissance adéquate des données dans la société moderne.","['Dans', 'le', 'même', 'temps,', 'la', 'datafication', 'croissante', 'de', 'la', 'sphère', 'privée', 'et', 'de', 'la', 'sphère', 'professionnelle', 'exige', 'une', 'connaissance', 'adéquate', 'des', 'données', 'dans', 'la', 'société', 'moderne.']","[(0, 4), (4, 7), (7, 12), (12, 19), (19, 22), (22, 35), (35, 46), (46, 49), (49, 52), (52, 59), (59, 66), (66, 69), (69, 72), (72, 75), (75, 82), (82, 98), (98, 104), (104, 108), (108, 121), (121, 130), (130, 134), (134, 142), (142, 147), (147, 150), (150, 158), (158, 167)]","['Dans', 'le', 'même', 'temps,', 'la', 'datafication', 'croissante', 'de', 'la', 'sphère', 'privée', 'et', 'de', 'la', 'sphère', 'professionnelle', 'exige', 'une', 'connaissance', 'adéquate', 'des', 'données', 'dans', 'la', 'société', 'moderne.']","[(0, 4), (4, 7), (7, 12), (12, 19), (19, 22), (22, 35), (35, 46), (46, 49), (49, 52), (52, 59), (59, 66), (66, 69), (69, 72), (72, 75), (75, 82), (82, 98), (98, 104), (104, 108), (108, 121), (121, 130), (130, 134), (134, 142), (142, 147), (147, 150), (150, 158), (158, 167)]"
3891637,18849,497,3,The present article takes a closer look at machine translation literacy and data literacy and investigates the interface between the two concepts.,Le présent article examine de plus près la maîtrise de la traduction automatique et la maîtrise des données et étudie l'interface entre ces deux concepts.,Le présent article examine de plus près la littératie de la traduction automatique et la littératie des données et étudie l'interface entre ces deux concepts.,"['Le', 'présent', 'article', 'examine', 'de', 'plus', 'près', 'la', 'maîtrise', 'de', 'la', 'traduction', 'automatique', 'et', 'la', 'maîtrise', 'des', 'données', 'et', 'étudie', ""l'interface"", 'entre', 'ces', 'deux', 'concepts.']","[(0, 2), (2, 10), (10, 18), (18, 26), (26, 29), (29, 34), (34, 39), (39, 42), (42, 51), (51, 54), (54, 57), (57, 68), (68, 80), (80, 83), (83, 86), (86, 95), (95, 99), (99, 107), (107, 110), (110, 117), (117, 129), (129, 135), (135, 139), (139, 144), (144, 154)]","['Le', 'présent', 'article', 'examine', 'de', 'plus', 'près', 'la', 'littératie', 'de', 'la', 'traduction', 'automatique', 'et', 'la', 'littératie', 'des', 'données', 'et', 'étudie', ""l'interface"", 'entre', 'ces', 'deux', 'concepts.']","[(0, 2), (2, 10), (10, 18), (18, 26), (26, 29), (29, 34), (34, 39), (39, 42), (42, 53), (53, 56), (56, 59), (59, 70), (70, 82), (82, 85), (85, 88), (88, 99), (99, 103), (103, 111), (111, 114), (114, 121), (121, 133), (133, 139), (139, 143), (143, 148), (148, 158)]"
3891637,18849,497,4,This is done to lay the preliminary theoretical foundations for a didactic project aiming to develop didactic resources for teaching data literacy in its machine translation-specific form to students of BA programmes in translation/specialised communication.,Il s'agit de jeter les bases théoriques préliminaires d'un projet didactique visant à développer des ressources didactiques pour enseigner la maîtrise des données sous sa forme spécifique à la traduction automatique aux étudiants des programmes de licence en traduction/communication spécialisée.,Il s'agit de jeter les bases théoriques préliminaires d'un projet didactique visant à développer des ressources didactiques pour enseigner la littératie des données sous sa forme spécifique à la traduction automatique aux étudiants des programmes de licence en traduction/communication spécialisée.,"['Il', ""s'agit"", 'de', 'jeter', 'les', 'bases', 'théoriques', 'préliminaires', ""d'un"", 'projet', 'didactique', 'visant', 'à', 'développer', 'des', 'ressources', 'didactiques', 'pour', 'enseigner', 'la', 'maîtrise', 'des', 'données', 'sous', 'sa', 'forme', 'spécifique', 'à', 'la', 'traduction', 'automatique', 'aux', 'étudiants', 'des', 'programmes', 'de', 'licence', 'en', 'traduction/communication', 'spécialisée.']","[(0, 2), (2, 9), (9, 12), (12, 18), (18, 22), (22, 28), (28, 39), (39, 53), (53, 58), (58, 65), (65, 76), (76, 83), (83, 85), (85, 96), (96, 100), (100, 111), (111, 123), (123, 128), (128, 138), (138, 141), (141, 150), (150, 154), (154, 162), (162, 167), (167, 170), (170, 176), (176, 187), (187, 189), (189, 192), (192, 203), (203, 215), (215, 219), (219, 229), (229, 233), (233, 244), (244, 247), (247, 255), (255, 258), (258, 283), (283, 296)]","['Il', ""s'agit"", 'de', 'jeter', 'les', 'bases', 'théoriques', 'préliminaires', ""d'un"", 'projet', 'didactique', 'visant', 'à', 'développer', 'des', 'ressources', 'didactiques', 'pour', 'enseigner', 'la', 'littératie', 'des', 'données', 'sous', 'sa', 'forme', 'spécifique', 'à', 'la', 'traduction', 'automatique', 'aux', 'étudiants', 'des', 'programmes', 'de', 'licence', 'en', 'traduction/communication', 'spécialisée.']","[(0, 2), (2, 9), (9, 12), (12, 18), (18, 22), (22, 28), (28, 39), (39, 53), (53, 58), (58, 65), (65, 76), (76, 83), (83, 85), (85, 96), (96, 100), (100, 111), (111, 123), (123, 128), (128, 138), (138, 141), (141, 152), (152, 156), (156, 164), (164, 169), (169, 172), (172, 178), (178, 189), (189, 191), (191, 194), (194, 205), (205, 217), (217, 221), (221, 231), (231, 235), (235, 246), (246, 249), (249, 257), (257, 260), (260, 285), (285, 298)]"
3720096,10928,291,0,Rosetta-LSF: an Aligned Corpus of French Sign Language and French for Text-to-Sign Translation,Rosetta-LSF : un corpus aligné de langue des signes française et de français pour la traduction texte-signe,Rosetta-LSF : un corpus aligné de langue des signes française et de français pour la traduction texte-signe,"['Rosetta-LSF', ':', 'un', 'corpus', 'aligné', 'de', 'langue', 'des', 'signes', 'française', 'et', 'de', 'français', 'pour', 'la', 'traduction', 'texte-signe']","[(0, 11), (11, 13), (13, 16), (16, 23), (23, 30), (30, 33), (33, 40), (40, 44), (44, 51), (51, 61), (61, 64), (64, 67), (67, 76), (76, 81), (81, 84), (84, 95), (95, 107)]","['Rosetta-LSF', ':', 'un', 'corpus', 'aligné', 'de', 'langue', 'des', 'signes', 'française', 'et', 'de', 'français', 'pour', 'la', 'traduction', 'texte-signe']","[(0, 11), (11, 13), (13, 16), (16, 23), (23, 30), (30, 33), (33, 40), (40, 44), (44, 51), (51, 61), (61, 64), (64, 67), (67, 76), (76, 81), (81, 84), (84, 95), (95, 107)]"
3720096,10928,291,1,This article presents a new French Sign Language (LSF) corpus called Rosetta-LSF.,Cet article présente un nouveau corpus en langue des signes française (LSF) appelé Rosetta-LSF.,Cet article présente un nouveau corpus en langue des signes française (LSF) appelé Rosetta-LSF.,"['Cet', 'article', 'présente', 'un', 'nouveau', 'corpus', 'en', 'langue', 'des', 'signes', 'française', '(LSF)', 'appelé', 'Rosetta-LSF.']","[(0, 3), (3, 11), (11, 20), (20, 23), (23, 31), (31, 38), (38, 41), (41, 48), (48, 52), (52, 59), (59, 69), (69, 75), (75, 82), (82, 95)]","['Cet', 'article', 'présente', 'un', 'nouveau', 'corpus', 'en', 'langue', 'des', 'signes', 'française', '(LSF)', 'appelé', 'Rosetta-LSF.']","[(0, 3), (3, 11), (11, 20), (20, 23), (23, 31), (31, 38), (38, 41), (41, 48), (48, 52), (52, 59), (59, 69), (69, 75), (75, 82), (82, 95)]"
3720096,10928,291,2,"It was created to support future studies on the automatic translation of written French into LSF, rendered through the animation of a virtual signer.","Il a été créé pour soutenir de futures études sur la traduction automatique du français écrit en LSF, rendue par l'animation d'un signeur virtuel.","Il a été créé pour soutenir de futures études sur la traduction automatique du français écrit vers la LSF, rendue par l'animation d'un signeur virtuel.","['Il', 'a', 'été', 'créé', 'pour', 'soutenir', 'de', 'futures', 'études', 'sur', 'la', 'traduction', 'automatique', 'du', 'français', 'écrit', 'en', 'LSF,', 'rendue', 'par', ""l'animation"", ""d'un"", 'signeur', 'virtuel.']","[(0, 2), (2, 4), (4, 8), (8, 13), (13, 18), (18, 27), (27, 30), (30, 38), (38, 45), (45, 49), (49, 52), (52, 63), (63, 75), (75, 78), (78, 87), (87, 93), (93, 96), (96, 101), (101, 108), (108, 112), (112, 124), (124, 129), (129, 137), (137, 146)]","['Il', 'a', 'été', 'créé', 'pour', 'soutenir', 'de', 'futures', 'études', 'sur', 'la', 'traduction', 'automatique', 'du', 'français', 'écrit', 'vers', 'la', 'LSF,', 'rendue', 'par', ""l'animation"", ""d'un"", 'signeur', 'virtuel.']","[(0, 2), (2, 4), (4, 8), (8, 13), (13, 18), (18, 27), (27, 30), (30, 38), (38, 45), (45, 49), (49, 52), (52, 63), (63, 75), (75, 78), (78, 87), (87, 93), (93, 98), (98, 101), (101, 106), (106, 113), (113, 117), (117, 129), (129, 134), (134, 142), (142, 151)]"
3720096,10928,291,3,An overview of the field highlights the importance of a quality representation of LSF.,Un aperçu du domaine met en évidence l'importance d'une représentation de qualité de la LSF.,Un aperçu du domaine met en évidence l'importance d'une représentation de qualité de la LSF.,"['Un', 'aperçu', 'du', 'domaine', 'met', 'en', 'évidence', ""l'importance"", ""d'une"", 'représentation', 'de', 'qualité', 'de', 'la', 'LSF.']","[(0, 2), (2, 9), (9, 12), (12, 20), (20, 24), (24, 27), (27, 36), (36, 49), (49, 55), (55, 70), (70, 73), (73, 81), (81, 84), (84, 87), (87, 92)]","['Un', 'aperçu', 'du', 'domaine', 'met', 'en', 'évidence', ""l'importance"", ""d'une"", 'représentation', 'de', 'qualité', 'de', 'la', 'LSF.']","[(0, 2), (2, 9), (9, 12), (12, 20), (20, 24), (24, 27), (27, 36), (36, 49), (49, 55), (55, 70), (70, 73), (73, 81), (81, 84), (84, 87), (87, 92)]"
3720096,10928,291,4,"In order to obtain quality animations understandable by signers, it must surpass the simple ""gloss transcription"" of the LSF lexical units to use in the discourse.","Afin d'obtenir des animations de qualité compréhensibles par les signeur, il faut dépasser la simple ""transcription glossaire"" des unités lexicales en LSF à utiliser dans le discours.","Afin d'obtenir des animations de qualité compréhensibles par les signeurs, il faut dépasser la simple &quot;transcription par gloses&quot; des unités lexicales en LSF à utiliser dans le discours.","['Afin', ""d'obtenir"", 'des', 'animations', 'de', 'qualité', 'compréhensibles', 'par', 'les', 'signeur,', 'il', 'faut', 'dépasser', 'la', 'simple', '""transcription', 'glossaire""', 'des', 'unités', 'lexicales', 'en', 'LSF', 'à', 'utiliser', 'dans', 'le', 'discours.']","[(0, 4), (4, 14), (14, 18), (18, 29), (29, 32), (32, 40), (40, 56), (56, 60), (60, 64), (64, 73), (73, 76), (76, 81), (81, 90), (90, 93), (93, 100), (100, 115), (115, 126), (126, 130), (130, 137), (137, 147), (147, 150), (150, 154), (154, 156), (156, 165), (165, 170), (170, 173), (173, 183)]","['Afin', ""d'obtenir"", 'des', 'animations', 'de', 'qualité', 'compréhensibles', 'par', 'les', 'signeurs,', 'il', 'faut', 'dépasser', 'la', 'simple', '&quot;transcription', 'par', 'gloses&quot;', 'des', 'unités', 'lexicales', 'en', 'LSF', 'à', 'utiliser', 'dans', 'le', 'discours.']","[(0, 4), (4, 14), (14, 18), (18, 29), (29, 32), (32, 40), (40, 56), (56, 60), (60, 64), (64, 74), (74, 77), (77, 82), (82, 91), (91, 94), (94, 101), (101, 121), (121, 125), (125, 138), (138, 142), (142, 149), (149, 159), (159, 162), (162, 166), (166, 168), (168, 177), (177, 182), (182, 185), (185, 195)]"
3720096,10928,291,5,"To achieve this, we designed a corpus composed of four types of aligned data, and evaluated its usability.","Pour ce faire, nous avons conçu un corpus composé de quatre types de données alignées, et évalué son utilisabilité.","Pour ce faire, nous avons conçu un corpus composé de quatre types de données alignées, et évalué son utilisabilité.","['Pour', 'ce', 'faire,', 'nous', 'avons', 'conçu', 'un', 'corpus', 'composé', 'de', 'quatre', 'types', 'de', 'données', 'alignées,', 'et', 'évalué', 'son', 'utilisabilité.']","[(0, 4), (4, 7), (7, 14), (14, 19), (19, 25), (25, 31), (31, 34), (34, 41), (41, 49), (49, 52), (52, 59), (59, 65), (65, 68), (68, 76), (76, 86), (86, 89), (89, 96), (96, 100), (100, 115)]","['Pour', 'ce', 'faire,', 'nous', 'avons', 'conçu', 'un', 'corpus', 'composé', 'de', 'quatre', 'types', 'de', 'données', 'alignées,', 'et', 'évalué', 'son', 'utilisabilité.']","[(0, 4), (4, 7), (7, 14), (14, 19), (19, 25), (25, 31), (31, 34), (34, 41), (41, 49), (49, 52), (52, 59), (59, 65), (65, 68), (68, 76), (76, 86), (86, 89), (89, 96), (96, 100), (100, 115)]"
3720096,10928,291,6,"These are: news headlines in French, translations of these headlines into LSF in the form of videos showing animations of a virtual signer, gloss annotations of the ""traditional"" type-although including additional information on the context in which each gestural unit is performed as well as their potential for adaptation to another context-and AZee representations of the videos, i.e. formal expressions capturing the necessary and sufficient linguistic information.","Il s'agit de titres d'actualité en français, de traductions de ces titres en LSF sous forme de vidéos montrant des animations d'un signeur virtuel, d'annotations de gloses de type ""traditionnel"" - bien qu'incluant des informations supplémentaires sur le contexte dans lequel chaque unité gestuelle est exécutée ainsi que leur potentiel d'adaptation à un autre contexte - et de représentations AZee des vidéos, c'est-à-dire d'expressions formelles capturant les informations linguistiques nécessaires et suffisantes.","Il s'agit de titres d'actualité en français, de traductions de ces titres en LSF sous forme de vidéos montrant des animations d'un signeur virtuel, d'annotations en gloses de type &quot;traditionnel&quot; - bien qu'incluant des informations supplémentaires sur le contexte dans lequel chaque unité gestuelle est exécutée ainsi que leur potentiel d'adaptation à un autre contexte - et de représentations AZee des vidéos, c'est-à-dire d'expressions formelles capturant les informations linguistiques nécessaires et suffisantes.","['Il', ""s'agit"", 'de', 'titres', ""d'actualité"", 'en', 'français,', 'de', 'traductions', 'de', 'ces', 'titres', 'en', 'LSF', 'sous', 'forme', 'de', 'vidéos', 'montrant', 'des', 'animations', ""d'un"", 'signeur', 'virtuel,', ""d'annotations"", 'de', 'gloses', 'de', 'type', '""traditionnel""', '-', 'bien', ""qu'incluant"", 'des', 'informations', 'supplémentaires', 'sur', 'le', 'contexte', 'dans', 'lequel', 'chaque', 'unité', 'gestuelle', 'est', 'exécutée', 'ainsi', 'que', 'leur', 'potentiel', ""d'adaptation"", 'à', 'un', 'autre', 'contexte', '-', 'et', 'de', 'représentations', 'AZee', 'des', 'vidéos,', ""c'est-à-dire"", ""d'expressions"", 'formelles', 'capturant', 'les', 'informations', 'linguistiques', 'nécessaires', 'et', 'suffisantes.']","[(0, 2), (2, 9), (9, 12), (12, 19), (19, 31), (31, 34), (34, 44), (44, 47), (47, 59), (59, 62), (62, 66), (66, 73), (73, 76), (76, 80), (80, 85), (85, 91), (91, 94), (94, 101), (101, 110), (110, 114), (114, 125), (125, 130), (130, 138), (138, 147), (147, 161), (161, 164), (164, 171), (171, 174), (174, 179), (179, 194), (194, 196), (196, 201), (201, 213), (213, 217), (217, 230), (230, 246), (246, 250), (250, 253), (253, 262), (262, 267), (267, 274), (274, 281), (281, 287), (287, 297), (297, 301), (301, 310), (310, 316), (316, 320), (320, 325), (325, 335), (335, 348), (348, 350), (350, 353), (353, 359), (359, 368), (368, 370), (370, 373), (373, 376), (376, 392), (392, 397), (397, 401), (401, 409), (409, 422), (422, 436), (436, 446), (446, 456), (456, 460), (460, 473), (473, 487), (487, 499), (499, 502), (502, 515)]","['Il', ""s'agit"", 'de', 'titres', ""d'actualité"", 'en', 'français,', 'de', 'traductions', 'de', 'ces', 'titres', 'en', 'LSF', 'sous', 'forme', 'de', 'vidéos', 'montrant', 'des', 'animations', ""d'un"", 'signeur', 'virtuel,', ""d'annotations"", 'en', 'gloses', 'de', 'type', '&quot;traditionnel&quot;', '-', 'bien', ""qu'incluant"", 'des', 'informations', 'supplémentaires', 'sur', 'le', 'contexte', 'dans', 'lequel', 'chaque', 'unité', 'gestuelle', 'est', 'exécutée', 'ainsi', 'que', 'leur', 'potentiel', ""d'adaptation"", 'à', 'un', 'autre', 'contexte', '-', 'et', 'de', 'représentations', 'AZee', 'des', 'vidéos,', ""c'est-à-dire"", ""d'expressions"", 'formelles', 'capturant', 'les', 'informations', 'linguistiques', 'nécessaires', 'et', 'suffisantes.']","[(0, 2), (2, 9), (9, 12), (12, 19), (19, 31), (31, 34), (34, 44), (44, 47), (47, 59), (59, 62), (62, 66), (66, 73), (73, 76), (76, 80), (80, 85), (85, 91), (91, 94), (94, 101), (101, 110), (110, 114), (114, 125), (125, 130), (130, 138), (138, 147), (147, 161), (161, 164), (164, 171), (171, 174), (174, 179), (179, 204), (204, 206), (206, 211), (211, 223), (223, 227), (227, 240), (240, 256), (256, 260), (260, 263), (263, 272), (272, 277), (277, 284), (284, 291), (291, 297), (297, 307), (307, 311), (311, 320), (320, 326), (326, 330), (330, 335), (335, 345), (345, 358), (358, 360), (360, 363), (363, 369), (369, 378), (378, 380), (380, 383), (383, 386), (386, 402), (402, 407), (407, 411), (411, 419), (419, 432), (432, 446), (446, 456), (456, 466), (466, 470), (470, 483), (483, 497), (497, 509), (509, 512), (512, 525)]"
3720096,10928,291,7,"This article describes this data, exhibiting an example from the corpus.",Cet article décrit ces données et présente un exemple du corpus.,Cet article décrit ces données et présente un exemple du corpus.,"['Cet', 'article', 'décrit', 'ces', 'données', 'et', 'présente', 'un', 'exemple', 'du', 'corpus.']","[(0, 3), (3, 11), (11, 18), (18, 22), (22, 30), (30, 33), (33, 42), (42, 45), (45, 53), (53, 56), (56, 64)]","['Cet', 'article', 'décrit', 'ces', 'données', 'et', 'présente', 'un', 'exemple', 'du', 'corpus.']","[(0, 3), (3, 11), (11, 18), (18, 22), (22, 30), (30, 33), (33, 42), (42, 45), (45, 53), (53, 56), (56, 64)]"
3720096,10928,291,8,It is available online for public research.,Il est disponible en ligne pour la recherche publique.,Il est disponible en ligne pour la recherche publique.,"['Il', 'est', 'disponible', 'en', 'ligne', 'pour', 'la', 'recherche', 'publique.']","[(0, 2), (2, 6), (6, 17), (17, 20), (20, 26), (26, 31), (31, 34), (34, 44), (44, 54)]","['Il', 'est', 'disponible', 'en', 'ligne', 'pour', 'la', 'recherche', 'publique.']","[(0, 2), (2, 6), (6, 17), (17, 20), (20, 26), (26, 31), (31, 34), (34, 44), (44, 54)]"
1588171,8012,165,0,"Machine Translation, it’s a question of style, innit? The case of English tag questions","Traduction automatique, c'est une question de style, n'est-ce pas ? Le cas des questions de tag en anglais","Traduction automatique, c'est une question de style, isn't it ? Le cas des question tags en anglais","['Traduction', 'automatique,', ""c'est"", 'une', 'question', 'de', 'style,', ""n'est-ce"", 'pas', '?', 'Le', 'cas', 'des', 'questions', 'de', 'tag', 'en', 'anglais']","[(0, 10), (10, 23), (23, 29), (29, 33), (33, 42), (42, 45), (45, 52), (52, 61), (61, 65), (65, 67), (67, 70), (70, 74), (74, 78), (78, 88), (88, 91), (91, 95), (95, 98), (98, 106)]","['Traduction', 'automatique,', ""c'est"", 'une', 'question', 'de', 'style,', ""isn't"", 'it', '?', 'Le', 'cas', 'des', 'question', 'tags', 'en', 'anglais']","[(0, 10), (10, 23), (23, 29), (29, 33), (33, 42), (42, 45), (45, 52), (52, 58), (58, 61), (61, 63), (63, 66), (66, 70), (70, 74), (74, 83), (83, 88), (88, 91), (91, 99)]"
1588171,8012,165,1,"In this paper, we address the problem of generating English tag questions (TQs) (e.g. it is, isn't it?) in Machine Translation (MT).","Dans cet article, nous abordons le problème de la génération de questions à étiquette (TQ) en anglais (par exemple, it is, isn't it ?) dans le cadre de la traduction automatique (TA).","Dans cet article, nous abordons le problème de la génération de question tags (QT) en anglais (par exemple, it is, isn't it ?) dans le cadre de la traduction automatique (TA).","['Dans', 'cet', 'article,', 'nous', 'abordons', 'le', 'problème', 'de', 'la', 'génération', 'de', 'questions', 'à', 'étiquette', '(TQ)', 'en', 'anglais', '(par', 'exemple,', 'it', 'is,', ""isn't"", 'it', '?)', 'dans', 'le', 'cadre', 'de', 'la', 'traduction', 'automatique', '(TA).']","[(0, 4), (4, 8), (8, 17), (17, 22), (22, 31), (31, 34), (34, 43), (43, 46), (46, 49), (49, 60), (60, 63), (63, 73), (73, 75), (75, 85), (85, 90), (90, 93), (93, 101), (101, 106), (106, 115), (115, 118), (118, 122), (122, 128), (128, 131), (131, 134), (134, 139), (139, 142), (142, 148), (148, 151), (151, 154), (154, 165), (165, 177), (177, 183)]","['Dans', 'cet', 'article,', 'nous', 'abordons', 'le', 'problème', 'de', 'la', 'génération', 'de', 'question', 'tags', '(QT)', 'en', 'anglais', '(par', 'exemple,', 'it', 'is,', ""isn't"", 'it', '?)', 'dans', 'le', 'cadre', 'de', 'la', 'traduction', 'automatique', '(TA).']","[(0, 4), (4, 8), (8, 17), (17, 22), (22, 31), (31, 34), (34, 43), (43, 46), (46, 49), (49, 60), (60, 63), (63, 72), (72, 77), (77, 82), (82, 85), (85, 93), (93, 98), (98, 107), (107, 110), (110, 114), (114, 120), (120, 123), (123, 126), (126, 131), (131, 134), (134, 140), (140, 143), (143, 146), (146, 157), (157, 169), (169, 175)]"
1588171,8012,165,2,"We propose a post-edition solution, formulating the problem as a multi-class classification task.","Nous proposons une solution de post-édition, en formulant le problème comme une tâche de classification multi-classes.","Nous proposons une solution de post-édition, en formulant le problème comme une tâche de classification multi-classes.","['Nous', 'proposons', 'une', 'solution', 'de', 'post-édition,', 'en', 'formulant', 'le', 'problème', 'comme', 'une', 'tâche', 'de', 'classification', 'multi-classes.']","[(0, 4), (4, 14), (14, 18), (18, 27), (27, 30), (30, 44), (44, 47), (47, 57), (57, 60), (60, 69), (69, 75), (75, 79), (79, 85), (85, 88), (88, 103), (103, 118)]","['Nous', 'proposons', 'une', 'solution', 'de', 'post-édition,', 'en', 'formulant', 'le', 'problème', 'comme', 'une', 'tâche', 'de', 'classification', 'multi-classes.']","[(0, 4), (4, 14), (14, 18), (18, 27), (27, 30), (30, 44), (44, 47), (47, 57), (57, 60), (60, 69), (69, 75), (75, 79), (79, 85), (85, 88), (88, 103), (103, 118)]"
1588171,8012,165,3,"We present (i) the automatic annotation of English TQs in a parallel corpus of subtitles and (ii) an approach using a series of classifiers to predict TQ forms, which we use to post-edit state-of-the-art MT outputs.","Nous présentons (i) l'annotation automatique des QT anglais dans un corpus parallèle de sous-titres et (ii) une approche utilisant une série de classificateurs pour prédire les formes de QT, que nous utilisons pour post-éditer les résultats de traduction automatique les plus récents.","Nous présentons (i) l'annotation automatique des QT anglais dans un corpus parallèle de sous-titres et (ii) une approche utilisant une série de classificateurs pour prédire la forme des QT, que nous utilisons pour post-éditer les résultats produits par un système de traduction automatique de pointe.","['Nous', 'présentons', '(i)', ""l'annotation"", 'automatique', 'des', 'QT', 'anglais', 'dans', 'un', 'corpus', 'parallèle', 'de', 'sous-titres', 'et', '(ii)', 'une', 'approche', 'utilisant', 'une', 'série', 'de', 'classificateurs', 'pour', 'prédire', 'les', 'formes', 'de', 'QT,', 'que', 'nous', 'utilisons', 'pour', 'post-éditer', 'les', 'résultats', 'de', 'traduction', 'automatique', 'les', 'plus', 'récents.']","[(0, 4), (4, 15), (15, 19), (19, 32), (32, 44), (44, 48), (48, 51), (51, 59), (59, 64), (64, 67), (67, 74), (74, 84), (84, 87), (87, 99), (99, 102), (102, 107), (107, 111), (111, 120), (120, 130), (130, 134), (134, 140), (140, 143), (143, 159), (159, 164), (164, 172), (172, 176), (176, 183), (183, 186), (186, 190), (190, 194), (194, 199), (199, 209), (209, 214), (214, 226), (226, 230), (230, 240), (240, 243), (243, 254), (254, 266), (266, 270), (270, 275), (275, 284)]","['Nous', 'présentons', '(i)', ""l'annotation"", 'automatique', 'des', 'QT', 'anglais', 'dans', 'un', 'corpus', 'parallèle', 'de', 'sous-titres', 'et', '(ii)', 'une', 'approche', 'utilisant', 'une', 'série', 'de', 'classificateurs', 'pour', 'prédire', 'la', 'forme', 'des', 'QT,', 'que', 'nous', 'utilisons', 'pour', 'post-éditer', 'les', 'résultats', 'produits', 'par', 'un', 'système', 'de', 'traduction', 'automatique', 'de', 'pointe.']","[(0, 4), (4, 15), (15, 19), (19, 32), (32, 44), (44, 48), (48, 51), (51, 59), (59, 64), (64, 67), (67, 74), (74, 84), (84, 87), (87, 99), (99, 102), (102, 107), (107, 111), (111, 120), (120, 130), (130, 134), (134, 140), (140, 143), (143, 159), (159, 164), (164, 172), (172, 175), (175, 181), (181, 185), (185, 189), (189, 193), (193, 198), (198, 208), (208, 213), (213, 225), (225, 229), (229, 239), (239, 248), (248, 252), (252, 255), (255, 263), (263, 266), (266, 277), (277, 289), (289, 292), (292, 300)]"
1588171,8012,165,4,"Our method provides significant improvements in English TQ translation when translating from Czech, French and German, in turn improving the fluidity, naturalness, grammatical correctness and pragmatic coherence of MT output.","Notre méthode apporte des améliorations significatives à la traduction des QT en anglais à partir du tchèque, du français et de l'allemand, améliorant ainsi la fluidité, le naturel, l'exactitude grammaticale et la cohérence pragmatique des résultats de la traduction assistée par ordinateur.","Notre méthode apporte des améliorations significatives à la traduction des QT en anglais, à partir du tchèque, du français et de l'allemand, améliorant ainsi la fluidité, le naturel, la grammaticalité et la cohérence pragmatique des résultats de la traduction automatique.","['Notre', 'méthode', 'apporte', 'des', 'améliorations', 'significatives', 'à', 'la', 'traduction', 'des', 'QT', 'en', 'anglais', 'à', 'partir', 'du', 'tchèque,', 'du', 'français', 'et', 'de', ""l'allemand,"", 'améliorant', 'ainsi', 'la', 'fluidité,', 'le', 'naturel,', ""l'exactitude"", 'grammaticale', 'et', 'la', 'cohérence', 'pragmatique', 'des', 'résultats', 'de', 'la', 'traduction', 'assistée', 'par', 'ordinateur.']","[(0, 5), (5, 13), (13, 21), (21, 25), (25, 39), (39, 54), (54, 56), (56, 59), (59, 70), (70, 74), (74, 77), (77, 80), (80, 88), (88, 90), (90, 97), (97, 100), (100, 109), (109, 112), (112, 121), (121, 124), (124, 127), (127, 139), (139, 150), (150, 156), (156, 159), (159, 169), (169, 172), (172, 181), (181, 194), (194, 207), (207, 210), (210, 213), (213, 223), (223, 235), (235, 239), (239, 249), (249, 252), (252, 255), (255, 266), (266, 275), (275, 279), (279, 291)]","['Notre', 'méthode', 'apporte', 'des', 'améliorations', 'significatives', 'à', 'la', 'traduction', 'des', 'QT', 'en', 'anglais,', 'à', 'partir', 'du', 'tchèque,', 'du', 'français', 'et', 'de', ""l'allemand,"", 'améliorant', 'ainsi', 'la', 'fluidité,', 'le', 'naturel,', 'la', 'grammaticalité', 'et', 'la', 'cohérence', 'pragmatique', 'des', 'résultats', 'de', 'la', 'traduction', 'automatique.']","[(0, 5), (5, 13), (13, 21), (21, 25), (25, 39), (39, 54), (54, 56), (56, 59), (59, 70), (70, 74), (74, 77), (77, 80), (80, 89), (89, 91), (91, 98), (98, 101), (101, 110), (110, 113), (113, 122), (122, 125), (125, 128), (128, 140), (140, 151), (151, 157), (157, 160), (160, 170), (170, 173), (173, 182), (182, 185), (185, 200), (200, 203), (203, 206), (206, 216), (216, 228), (228, 232), (232, 242), (242, 245), (245, 248), (248, 259), (259, 272)]"
1842504,5209,303,0,Three Dimensions of Reproducibility in Natural Language Processing,Les trois dimensions de la reproductibilité dans le traitement du langage naturel,Trois dimensions de la reproductibilité en traitement automatique des langues,"['Les', 'trois', 'dimensions', 'de', 'la', 'reproductibilité', 'dans', 'le', 'traitement', 'du', 'langage', 'naturel']","[(0, 3), (3, 9), (9, 20), (20, 23), (23, 26), (26, 43), (43, 48), (48, 51), (51, 62), (62, 65), (65, 73), (73, 81)]","['Trois', 'dimensions', 'de', 'la', 'reproductibilité', 'en', 'traitement', 'automatique', 'des', 'langues']","[(0, 5), (5, 16), (16, 19), (19, 22), (22, 39), (39, 42), (42, 53), (53, 65), (65, 69), (69, 77)]"
